idParticiper , idTeam , idCompetition
25257,845,7
25258,358,12
25259,1281,41
25260,954,36
25261,503,18
25262,1415,15
25263,636,53
25264,40,47
25265,30,31
25266,280,40
25267,879,27
25268,1345,39
25269,745,36
25270,690,16
25271,1323,56
25272,368,67
25273,866,38
25274,1315,41
25275,835,4
25276,945,33
25277,1396,31
25278,616,66
25279,1162,79
25280,1109,44
25281,981,22
25282,383,9
25283,820,14
25284,1233,35
25285,50,59
25286,385,13
25287,678,46
25288,489,31
25289,559,73
25290,828,33
25291,1430,34
25292,114,66
25293,1487,71
25294,285,53
25295,1439,41
25296,1051,73
25297,471,55
25298,1444,36
25299,1278,23
25300,1155,75
25301,909,66
25302,994,1
25303,275,61
25304,62,41
25305,825,64
25306,1401,73
25307,672,69
25308,1294,13
25309,358,63
25310,735,21
25311,72,21
25312,234,13
25313,161,73
25314,1498,23
25315,849,41
25316,186,38
25317,121,17
25318,452,9
25319,674,10
25320,152,51
25321,1085,51
25322,648,35
25323,1349,75
25324,592,37
25325,1281,40
25326,355,52
25327,1125,8
25328,352,58
25329,856,17
25330,1315,21
25331,209,23
25332,1336,40
25333,1242,26
25334,235,27
25335,695,72
25336,1339,32
25337,1120,38
25338,1005,52
25339,233,39
25340,508,61
25341,1282,70
25342,1069,54
25343,1115,22
25344,1089,68
25345,1184,4
25346,644,4
25347,34,21
25348,707,52
25349,1301,34
25350,1562,10
25351,886,76
25352,1387,21
25353,1093,29
25354,107,14
25355,1008,61
25356,1238,74
25357,848,29
25358,643,79
25359,1100,4
25360,1170,32
25361,319,37
25362,258,63
25363,1269,36
25364,934,28
25365,747,4
25366,556,74
25367,1006,79
25368,19,51
25369,72,69
25370,525,39
25371,1110,40
25372,1004,0
25373,904,36
25374,1576,70
25375,565,12
25376,143,47
25377,1049,79
25378,329,78
25379,1580,42
25380,7,76
25381,1503,71
25382,264,36
25383,1141,51
25384,584,72
25385,828,29
25386,1285,18
25387,1320,41
25388,814,69
25389,1162,5
25390,171,17
25391,434,35
25392,1348,36
25393,798,69
25394,1135,14
25395,669,71
25396,1080,62
25397,708,38
25398,1359,40
25399,716,31
25400,1065,24
25401,583,34
25402,1492,31
25403,125,52
25404,156,76
25405,1383,36
25406,978,23
25407,1223,69
25408,1471,6
25409,738,26
25410,1381,66
25411,91,1
25412,430,52
25413,302,38
25414,1588,25
25415,1285,8
25416,492,53
25417,1530,40
25418,1071,68
25419,1386,77
25420,1447,43
25421,370,21
25422,530,60
25423,1161,54
25424,374,40
25425,698,67
25426,1506,31
25427,892,26
25428,284,4
25429,687,26
25430,1132,12
25431,629,49
25432,1220,36
25433,939,51
25434,74,2
25435,1411,40
25436,1284,36
25437,1472,76
25438,735,69
25439,1164,26
25440,1052,30
25441,1558,45
25442,1201,49
25443,292,29
25444,1586,69
25445,482,59
25446,817,18
25447,931,62
25448,235,48
25449,514,9
25450,928,44
25451,482,21
25452,806,49
25453,144,73
25454,1497,67
25455,1413,73
25456,752,71
25457,1545,40
25458,1451,34
25459,1393,26
25460,488,29
25461,841,27
25462,917,50
25463,780,38
25464,1280,69
25465,720,51
25466,1099,66
25467,959,1
25468,1083,31
25469,895,11
25470,1583,61
25471,1267,25
25472,1581,17
25473,91,70
25474,1048,25
25475,151,74
25476,830,61
25477,9,35
25478,1038,20
25479,1175,37
25480,422,48
25481,272,27
25482,651,7
25483,1382,56
25484,818,31
25485,793,31
25486,123,4
25487,821,43
25488,829,57
25489,1266,28
25490,1020,26
25491,1337,47
25492,55,9
25493,1350,8
25494,798,61
25495,1576,30
25496,993,3
25497,1446,20
25498,1252,16
25499,380,0
25500,719,52
25501,962,25
25502,1281,28
25503,238,18
25504,932,5
25505,432,77
25506,731,56
25507,379,62
25508,408,38
25509,1508,61
25510,1035,65
25511,738,55
25512,1269,4
25513,310,34
25514,1243,48
25515,932,43
25516,469,21
25517,1247,14
25518,774,57
25519,1346,49
25520,742,56
25521,979,49
25522,732,35
25523,710,11
25524,613,72
25525,1526,79
25526,1338,70
25527,918,15
25528,282,20
25529,731,44
25530,1588,36
25531,1123,3
25532,1498,28
25533,242,5
25534,724,1
25535,599,6
25536,849,50
25537,621,18
25538,1017,78
25539,509,39
25540,477,4
25541,257,19
25542,464,69
25543,67,11
25544,463,40
25545,1572,68
25546,27,26
25547,953,50
25548,1256,15
25549,976,27
25550,1453,57
25551,1168,7
25552,1372,20
25553,62,55
25554,748,76
25555,156,30
25556,593,76
25557,1132,48
25558,462,36
25559,1106,22
25560,1568,70
25561,1047,75
25562,1435,13
25563,138,23
25564,1171,10
25565,1,37
25566,49,76
25567,829,18
25568,869,11
25569,683,69
25570,506,18
25571,1415,37
25572,1477,55
25573,1371,60
25574,375,23
25575,1189,6
25576,1490,3
25577,215,5
25578,120,33
25579,248,5
25580,415,49
25581,1320,71
25582,993,61
25583,1472,28
25584,752,59
25585,728,64
25586,551,2
25587,34,16
25588,1467,7
25589,691,73
25590,1424,3
25591,674,47
25592,488,2
25593,969,70
25594,1462,11
25595,1257,65
25596,145,23
25597,362,69
25598,132,16
25599,63,24
25600,1410,23
25601,434,69
25602,1311,37
25603,1424,1
25604,427,51
25605,234,13
25606,1594,65
25607,509,64
25608,857,20
25609,434,45
25610,239,64
25611,1408,58
25612,1516,9
25613,622,8
25614,1503,9
25615,54,20
25616,292,26
25617,1349,9
25618,1210,33
25619,287,79
25620,1395,40
25621,1376,20
25622,1476,71
25623,285,69
25624,700,14
25625,105,42
25626,1362,16
25627,1460,75
25628,791,47
25629,461,51
25630,74,1
25631,712,47
25632,266,28
25633,1018,35
25634,1574,51
25635,1441,10
25636,464,77
25637,353,39
25638,49,46
25639,809,45
25640,278,52
25641,692,23
25642,1031,16
25643,940,53
25644,1144,15
25645,936,19
25646,1561,21
25647,22,24
25648,520,21
25649,1140,40
25650,615,78
25651,1016,54
25652,1415,21
25653,1104,10
25654,515,43
25655,1284,11
25656,1066,76
25657,1399,9
25658,1428,52
25659,1164,57
25660,213,29
25661,420,30
25662,592,41
25663,454,64
25664,1443,24
25665,152,76
25666,448,71
25667,586,8
25668,539,69
25669,1490,65
25670,1087,35
25671,849,19
25672,1468,24
25673,213,20
25674,1275,30
25675,952,29
25676,1266,12
25677,741,38
25678,1074,33
25679,570,61
25680,93,58
25681,685,51
25682,174,68
25683,534,50
25684,779,31
25685,332,57
25686,1016,10
25687,709,44
25688,1515,40
25689,894,76
25690,1284,42
25691,324,21
25692,987,30
25693,1423,39
25694,1010,1
25695,328,0
25696,458,8
25697,1388,50
25698,1425,55
25699,200,38
25700,1272,13
25701,740,76
25702,1379,76
25703,1148,14
25704,186,24
25705,1321,48
25706,1373,12
25707,927,22
25708,948,19
25709,591,67
25710,355,73
25711,301,72
25712,285,79
25713,140,49
25714,656,69
25715,1253,40
25716,382,23
25717,1078,21
25718,620,7
25719,1543,51
25720,1202,3
25721,775,15
25722,435,50
25723,1302,15
25724,423,64
25725,796,13
25726,404,19
25727,278,15
25728,1500,10
25729,945,5
25730,879,33
25731,1166,62
25732,800,51
25733,1574,38
25734,150,45
25735,1223,48
25736,729,43
25737,1085,12
25738,204,33
25739,76,54
25740,1018,24
25741,88,75
25742,328,67
25743,40,24
25744,778,77
25745,191,1
25746,1266,32
25747,618,42
25748,36,52
25749,1432,70
25750,1125,3
25751,1379,73
25752,1137,53
25753,685,44
25754,555,77
25755,1573,29
25756,687,15
25757,809,32
25758,1220,76
25759,774,55
25760,237,44
25761,331,34
25762,13,58
25763,490,5
25764,554,73
25765,1325,36
25766,1120,10
25767,665,68
25768,465,35
25769,941,62
25770,1498,22
25771,148,66
25772,1188,46
25773,1027,44
25774,266,24
25775,1397,31
25776,482,15
25777,1537,29
25778,1386,63
25779,1300,57
25780,913,11
25781,721,35
25782,1183,75
25783,1410,18
25784,1217,45
25785,121,1
25786,821,75
25787,327,48
25788,78,77
25789,152,27
25790,677,53
25791,297,55
25792,540,73
25793,808,24
25794,144,14
25795,1127,1
25796,1563,63
25797,956,19
25798,194,29
25799,1463,70
25800,1154,0
25801,576,69
25802,754,60
25803,1101,19
25804,597,47
25805,318,44
25806,1342,70
25807,789,39
25808,608,32
25809,1173,55
25810,177,74
25811,758,1
25812,251,41
25813,193,40
25814,1407,6
25815,1038,3
25816,518,51
25817,1496,32
25818,453,12
25819,186,1
25820,108,57
25821,969,5
25822,1291,63
25823,205,18
25824,865,71
25825,1116,78
25826,1091,54
25827,1365,29
25828,998,59
25829,1462,21
25830,1353,56
25831,539,61
25832,257,8
25833,276,4
25834,930,62
25835,1441,78
25836,903,62
25837,524,72
25838,1407,69
25839,1315,77
25840,148,18
25841,1598,50
25842,224,31
25843,1595,69
25844,1541,23
25845,925,61
25846,85,10
25847,1528,74
25848,817,47
25849,280,54
25850,783,2
25851,230,51
25852,1335,20
25853,884,1
25854,214,34
25855,421,76
25856,450,3
25857,1020,17
25858,75,74
25859,1023,33
25860,378,60
25861,519,79
25862,1257,27
25863,871,3
25864,318,65
25865,567,65
25866,198,8
25867,380,51
25868,1258,70
25869,501,3
25870,400,23
25871,1221,69
25872,976,2
25873,1528,17
25874,721,77
25875,1587,14
25876,640,45
25877,957,74
25878,492,69
25879,356,70
25880,449,15
25881,269,30
25882,416,41
25883,1308,55
25884,727,7
25885,124,1
25886,1538,55
25887,75,75
25888,765,65
25889,549,5
25890,452,44
25891,1548,49
25892,1514,14
25893,1009,35
25894,1394,44
25895,1185,40
25896,910,47
25897,527,34
25898,50,8
25899,570,17
25900,1491,74
25901,1338,30
25902,1281,69
25903,877,33
25904,798,67
25905,1400,2
25906,826,75
25907,1404,28
25908,13,52
25909,855,77
25910,15,67
25911,84,75
25912,760,21
25913,624,1
25914,1487,8
25915,522,38
25916,113,3
25917,1190,30
25918,1377,22
25919,1373,74
25920,1542,29
25921,230,35
25922,59,58
25923,246,51
25924,110,68
25925,1548,14
25926,1555,36
25927,700,1
25928,1419,45
25929,935,12
25930,912,10
25931,1281,61
25932,84,22
25933,189,39
25934,245,56
25935,1240,75
25936,1183,61
25937,895,9
25938,1471,30
25939,862,32
25940,608,64
25941,1350,49
25942,291,58
25943,186,50
25944,1503,32
25945,1367,46
25946,531,46
25947,605,41
25948,1540,17
25949,926,34
25950,888,48
25951,449,1
25952,1421,72
25953,1267,79
25954,1206,68
25955,1324,53
25956,339,11
25957,1113,77
25958,1517,4
25959,171,5
25960,1483,4
25961,1340,2
25962,179,56
25963,537,48
25964,1472,14
25965,368,24
25966,668,78
25967,1431,26
25968,155,70
25969,694,10
25970,1205,50
25971,915,39
25972,285,75
25973,825,38
25974,1154,70
25975,259,45
25976,929,29
25977,1418,28
25978,1093,11
25979,873,22
25980,1373,33
25981,361,76
25982,312,54
25983,334,59
25984,159,75
25985,893,44
25986,1166,43
25987,1224,9
25988,785,17
25989,1176,0
25990,1592,5
25991,118,15
25992,311,63
25993,950,15
25994,1372,44
25995,1472,62
25996,365,45
25997,444,4
25998,541,28
25999,1497,55
26000,1195,26
26001,1260,17
26002,195,50
26003,998,7
26004,125,23
26005,849,21
26006,1443,63
26007,342,37
26008,748,55
26009,1380,78
26010,702,60
26011,209,7
26012,803,58
26013,280,57
26014,477,15
26015,1473,32
26016,464,65
26017,542,14
26018,797,72
26019,1137,12
26020,528,73
26021,683,77
26022,1263,48
26023,783,1
26024,883,42
26025,565,3
26026,1555,76
26027,107,15
26028,443,68
26029,566,4
26030,604,42
26031,1590,33
26032,1180,66
26033,423,32
26034,238,64
26035,1156,60
26036,1085,72
26037,198,48
26038,1347,66
26039,906,29
26040,246,55
26041,720,7
26042,545,10
26043,479,77
26044,464,6
26045,1287,67
26046,228,63
26047,638,29
26048,711,71
26049,684,43
26050,954,65
26051,834,12
26052,970,26
26053,645,64
26054,674,72
26055,1065,46
26056,889,34
26057,792,78
26058,1132,42
26059,978,4
26060,550,19
26061,430,41
26062,1467,35
26063,766,24
26064,788,54
26065,1232,34
26066,965,44
26067,1041,47
26068,443,0
26069,1101,66
26070,657,70
26071,401,71
26072,1409,65
26073,1010,43
26074,1207,78
26075,1254,40
26076,129,32
26077,1551,76
26078,547,73
26079,984,5
26080,72,1
26081,1288,67
26082,1371,61
26083,1596,73
26084,1114,76
26085,180,1
26086,1559,17
26087,1018,70
26088,604,4
26089,1532,26
26090,1583,16
26091,1417,79
26092,427,55
26093,1463,69
26094,1452,19
26095,1383,49
26096,1124,59
26097,1185,70
26098,651,62
26099,1497,50
26100,755,15
26101,1235,56
26102,1337,60
26103,802,5
26104,343,13
26105,1164,65
26106,87,22
26107,265,52
26108,1570,57
26109,42,19
26110,1015,27
26111,1367,38
26112,567,49
26113,1329,39
26114,860,71
26115,1366,24
26116,970,44
26117,898,33
26118,1150,30
26119,402,54
26120,995,29
26121,676,1
26122,643,47
26123,923,1
26124,282,0
26125,1599,46
26126,1031,35
26127,897,23
26128,284,41
26129,1116,42
26130,84,44
26131,1238,63
26132,1316,25
26133,1573,18
26134,1130,25
26135,495,44
26136,322,42
26137,1514,29
26138,760,62
26139,739,72
26140,1239,16
26141,858,26
26142,1504,46
26143,841,24
26144,86,39
26145,1413,52
26146,886,3
26147,638,27
26148,1413,57
26149,609,15
26150,1217,49
26151,1500,76
26152,441,71
26153,705,57
26154,1337,40
26155,1028,46
26156,29,29
26157,1119,28
26158,134,65
26159,341,60
26160,363,0
26161,1096,74
26162,763,23
26163,939,45
26164,1580,16
26165,99,38
26166,471,37
26167,1339,28
26168,329,19
26169,672,1
26170,957,45
26171,1535,19
26172,333,53
26173,1485,46
26174,774,58
26175,800,27
26176,84,77
26177,955,42
26178,284,65
26179,1191,23
26180,745,48
26181,316,28
26182,1213,68
26183,1407,19
26184,777,9
26185,1125,70
26186,633,60
26187,502,69
26188,486,47
26189,973,3
26190,367,60
26191,1211,78
26192,1058,35
26193,76,25
26194,19,34
26195,33,72
26196,463,0
26197,1020,7
26198,747,23
26199,1115,54
26200,437,44
26201,123,21
26202,1228,59
26203,1021,24
26204,204,67
26205,38,56
26206,673,28
26207,385,38
26208,445,49
26209,1247,12
26210,1188,13
26211,959,2
26212,548,54
26213,840,10
26214,1571,1
26215,563,41
26216,720,64
26217,453,50
26218,571,31
26219,506,0
26220,65,39
26221,958,15
26222,608,44
26223,276,56
26224,105,74
26225,601,72
26226,1043,39
26227,291,27
26228,299,68
26229,772,26
26230,1577,37
26231,106,63
26232,159,11
26233,1448,0
26234,1419,43
26235,399,48
26236,75,29
26237,1526,13
26238,1136,66
26239,218,23
26240,1386,18
26241,491,16
26242,982,19
26243,856,69
26244,965,67
26245,176,54
26246,1346,10
26247,793,12
26248,412,54
26249,945,30
26250,353,54
26251,1511,40
26252,1153,63
26253,551,70
26254,1233,26
26255,749,34
26256,491,41
26257,699,72
26258,1522,36
26259,869,35
26260,1203,69
26261,714,6
26262,679,43
26263,605,57
26264,405,79
26265,1377,29
26266,1364,1
26267,1267,14
26268,686,29
26269,1473,52
26270,33,48
26271,409,38
26272,1343,65
26273,1244,60
26274,181,30
26275,1553,31
26276,232,52
26277,341,63
26278,1595,10
26279,624,48
26280,493,11
26281,1092,66
26282,1568,46
26283,159,28
26284,116,20
26285,687,5
26286,978,29
26287,1365,78
26288,837,71
26289,1490,79
26290,1218,52
26291,1310,44
26292,840,38
26293,1239,68
26294,290,74
26295,406,54
26296,586,79
26297,1566,49
26298,168,17
26299,942,38
26300,1463,70
26301,1590,28
26302,777,52
26303,102,48
26304,1121,62
26305,545,6
26306,894,57
26307,1360,16
26308,951,15
26309,596,74
26310,1409,47
26311,467,0
26312,1230,46
26313,755,29
26314,1552,14
26315,37,1
26316,1564,9
26317,1497,61
26318,425,59
26319,463,62
26320,1143,26
26321,871,49
26322,914,54
26323,646,8
26324,701,54
26325,943,5
26326,1349,23
26327,1026,58
26328,1346,63
26329,1123,40
26330,671,1
26331,898,63
26332,1204,75
26333,1285,17
26334,1216,27
26335,85,5
26336,68,34
26337,2,56
26338,830,33
26339,980,14
26340,1089,32
26341,495,69
26342,45,14
26343,737,58
26344,81,34
26345,460,69
26346,90,31
26347,683,32
26348,245,39
26349,2,53
26350,1033,39
26351,102,21
26352,842,79
26353,1382,4
26354,1340,5
26355,789,66
26356,1093,15
26357,309,5
26358,1324,78
26359,1410,50
26360,756,11
26361,1112,74
26362,1359,57
26363,705,1
26364,705,26
26365,607,74
26366,210,14
26367,50,29
26368,1327,70
26369,519,43
26370,1055,6
26371,1342,41
26372,733,40
26373,630,39
26374,1366,30
26375,1239,21
26376,0,63
26377,1275,11
26378,852,19
26379,314,6
26380,1130,26
26381,720,19
26382,432,54
26383,493,20
26384,391,41
26385,218,63
26386,1403,56
26387,1091,54
26388,1436,47
26389,293,17
26390,1405,79
26391,1365,23
26392,713,18
26393,810,60
26394,1213,15
26395,1480,4
26396,1157,9
26397,1354,38
26398,119,2
26399,267,44
26400,1126,60
26401,1481,25
26402,1208,49
26403,196,32
26404,18,1
26405,1116,62
26406,440,70
26407,1314,59
26408,2,33
26409,1442,58
26410,1537,27
26411,775,46
26412,121,71
26413,878,73
26414,636,55
26415,1285,79
26416,1507,59
26417,416,26
26418,1516,20
26419,728,71
26420,1195,70
26421,928,61
26422,686,76
26423,997,14
26424,690,69
26425,1185,53
26426,763,44
26427,61,79
26428,788,69
26429,161,23
26430,227,67
26431,601,58
26432,1064,7
26433,37,41
26434,1106,3
26435,1373,12
26436,1470,29
26437,511,35
26438,461,79
26439,215,8
26440,1312,75
26441,521,0
26442,819,75
26443,382,65
26444,1491,6
26445,617,62
26446,1085,79
26447,1141,77
26448,149,56
26449,909,57
26450,640,68
26451,1287,35
26452,1438,9
26453,750,35
26454,231,68
26455,170,13
26456,1185,23
26457,206,47
26458,1595,29
26459,254,23
26460,777,79
26461,763,17
26462,1117,79
26463,205,29
26464,1278,33
26465,268,79
26466,328,57
26467,650,0
26468,1504,31
26469,288,50
26470,529,47
26471,1108,33
26472,200,61
26473,1380,69
26474,872,54
26475,370,20
26476,1419,34
26477,1163,4
26478,470,38
26479,533,14
26480,760,22
26481,1269,42
26482,280,56
26483,449,36
26484,214,21
26485,1030,40
26486,1313,25
26487,154,35
26488,440,21
26489,1335,1
26490,279,43
26491,1327,6
26492,1138,37
26493,1084,59
26494,926,65
26495,885,3
26496,975,45
26497,1309,72
26498,1212,11
26499,214,55
26500,991,17
26501,179,69
26502,408,32
26503,171,76
26504,689,30
26505,1256,39
26506,316,2
26507,831,70
26508,1113,44
26509,1275,13
26510,596,14
26511,1170,63
26512,875,43
26513,1145,35
26514,1260,75
26515,1299,32
26516,893,56
26517,1412,59
26518,1526,8
26519,805,9
26520,1000,55
26521,528,67
26522,961,16
26523,666,70
26524,1543,23
26525,544,51
26526,450,71
26527,506,10
26528,1463,19
26529,77,77
26530,782,43
26531,765,4
26532,1429,13
26533,1599,61
26534,93,69
26535,1292,14
26536,514,3
26537,1201,9
26538,1545,72
26539,707,42
26540,1250,28
26541,305,16
26542,716,14
26543,50,6
26544,1239,57
26545,29,12
26546,1285,32
26547,1303,71
26548,1290,22
26549,38,17
26550,1523,12
26551,164,62
26552,1379,72
26553,1360,13
26554,183,14
26555,639,40
26556,523,78
26557,944,56
26558,1238,9
26559,1276,55
26560,1329,17
26561,1101,1
26562,764,64
26563,996,79
26564,846,13
26565,531,47
26566,296,19
26567,899,72
26568,370,27
26569,1239,68
26570,1433,42
26571,969,63
26572,575,47
26573,818,78
26574,786,13
26575,744,74
26576,634,16
26577,1217,24
26578,1068,14
26579,1590,54
26580,1116,11
26581,99,20
26582,1103,40
26583,299,12
26584,1230,10
26585,761,63
26586,1014,3
26587,1121,30
26588,237,47
26589,548,50
26590,367,28
26591,1362,56
26592,1542,70
26593,202,76
26594,792,47
26595,1437,17
26596,730,24
26597,1553,43
26598,547,31
26599,258,9
26600,27,37
26601,290,18
26602,1170,25
26603,1376,75
26604,1133,54
26605,39,34
26606,443,55
26607,189,74
26608,101,19
26609,1292,19
26610,196,8
26611,1278,5
26612,1229,40
26613,449,25
26614,359,10
26615,1514,20
26616,477,79
26617,181,49
26618,1455,3
26619,1067,42
26620,1539,59
26621,1308,19
26622,1081,33
26623,1228,51
26624,1052,56
26625,618,63
26626,436,46
26627,827,5
26628,248,14
26629,470,50
26630,1184,15
26631,1032,48
26632,1433,45
26633,1239,48
26634,850,50
26635,804,16
26636,820,16
26637,170,8
26638,494,45
26639,867,23
26640,1069,76
26641,483,79
26642,901,72
26643,1436,26
26644,766,59
26645,1126,2
26646,992,72
26647,615,36
26648,408,30
26649,282,19
26650,1513,21
26651,1564,29
26652,1233,15
26653,1187,29
26654,842,46
26655,525,13
26656,1452,34
26657,406,6
26658,559,76
26659,420,38
26660,527,21
26661,1149,76
26662,136,68
26663,1048,2
26664,193,16
26665,529,40
26666,389,18
26667,309,57
26668,364,21
26669,637,28
26670,1432,29
26671,1048,58
26672,539,2
26673,1505,54
26674,1270,71
26675,816,46
26676,253,59
26677,716,45
26678,1110,12
26679,958,42
26680,800,18
26681,1217,48
26682,111,63
26683,149,27
26684,1462,33
26685,690,12
26686,894,50
26687,602,73
26688,1106,44
26689,263,52
26690,189,12
26691,4,6
26692,1515,50
26693,1176,72
26694,1005,2
26695,1565,30
26696,280,26
26697,302,65
26698,717,0
26699,702,23
26700,530,56
26701,326,32
26702,607,31
26703,470,64
26704,1014,55
26705,653,4
26706,169,31
26707,868,67
26708,1087,61
26709,868,66
26710,881,11
26711,1272,20
26712,1423,60
26713,477,61
26714,960,41
26715,1333,1
26716,678,77
26717,1467,77
26718,1504,41
26719,337,17
26720,1577,4
26721,539,2
26722,136,15
26723,1564,74
26724,504,5
26725,710,22
26726,1050,57
26727,227,14
26728,1117,4
26729,1468,31
26730,1468,16
26731,923,48
26732,535,48
26733,252,79
26734,43,9
26735,16,74
26736,435,30
26737,173,26
26738,1498,73
26739,917,74
26740,1179,69
26741,1504,53
26742,439,9
26743,1417,29
26744,850,31
26745,595,24
26746,1515,18
26747,470,37
26748,566,54
26749,554,45
26750,1368,33
26751,1582,52
26752,894,7
26753,1526,46
26754,1307,3
26755,1103,62
26756,572,49
26757,1455,74
26758,1033,26
26759,638,42
26760,538,22
26761,891,64
26762,691,37
26763,1549,1
26764,350,57
26765,1383,33
26766,548,75
26767,1046,61
26768,1383,14
26769,1194,2
26770,1119,17
26771,1407,43
26772,47,29
26773,743,71
26774,419,62
26775,1077,41
26776,1097,31
26777,616,57
26778,1576,78
26779,1203,72
26780,1313,31
26781,485,65
26782,97,76
26783,1466,42
26784,385,9
26785,701,10
26786,762,53
26787,1112,36
26788,1288,13
26789,1594,18
26790,986,27
26791,419,77
26792,178,76
26793,655,40
26794,159,32
26795,1085,45
26796,21,42
26797,922,47
26798,1574,22
26799,527,62
26800,607,58
26801,149,65
26802,1526,15
26803,980,30
26804,983,66
26805,850,11
26806,113,71
26807,84,76
26808,1212,39
26809,1105,27
26810,737,61
26811,475,24
26812,1266,38
26813,293,42
26814,1162,5
26815,757,52
26816,1026,35
26817,1511,3
26818,717,51
26819,923,35
26820,1585,68
26821,1212,32
26822,1379,79
26823,174,10
26824,189,16
26825,467,34
26826,1310,66
26827,314,2
26828,1438,51
26829,1381,9
26830,620,23
26831,310,36
26832,1031,8
26833,1013,72
26834,1365,26
26835,1024,11
26836,1187,29
26837,1488,66
26838,122,60
26839,1572,21
26840,794,50
26841,652,31
26842,854,28
26843,1299,66
26844,715,73
26845,1162,23
26846,1022,63
26847,621,19
26848,274,55
26849,629,69
26850,930,72
26851,953,43
26852,129,33
26853,193,21
26854,331,16
26855,1129,1
26856,1128,16
26857,943,69
26858,349,47
26859,217,60
26860,1038,13
26861,134,55
26862,852,48
26863,1167,5
26864,1399,21
26865,25,13
26866,904,49
26867,378,72
26868,1438,5
26869,1477,44
26870,1451,0
26871,1076,2
26872,57,30
26873,1201,9
26874,1543,62
26875,769,36
26876,58,2
26877,717,30
26878,386,47
26879,78,46
26880,1546,68
26881,975,52
26882,1452,57
26883,814,50
26884,1204,59
26885,948,36
26886,444,0
26887,888,20
26888,1554,37
26889,1121,19
26890,177,76
26891,1449,34
26892,1108,16
26893,1411,48
26894,1195,31
26895,1049,16
26896,683,56
26897,1582,69
26898,1088,34
26899,163,45
26900,1566,39
26901,1429,56
26902,757,60
26903,1315,20
26904,1411,78
26905,845,55
26906,643,58
26907,760,7
26908,707,72
26909,654,41
26910,83,21
26911,1346,68
26912,25,76
26913,1585,1
26914,642,65
26915,292,34
26916,1299,74
26917,1074,28
26918,1309,26
26919,642,50
26920,207,26
26921,815,47
26922,998,22
26923,1284,16
26924,511,50
26925,1574,11
26926,76,23
26927,913,64
26928,37,46
26929,762,43
26930,630,40
26931,404,67
26932,791,24
26933,1327,34
26934,313,29
26935,570,33
26936,827,15
26937,361,16
26938,1180,53
26939,946,63
26940,1483,17
26941,881,59
26942,923,9
26943,43,72
26944,978,19
26945,623,72
26946,1377,44
26947,216,37
26948,621,5
26949,48,1
26950,1164,58
26951,1455,23
26952,1419,0
26953,225,77
26954,1324,75
26955,1125,41
26956,237,73
26957,1553,45
26958,579,14
26959,1139,16
26960,358,13
26961,805,12
26962,1259,50
26963,565,51
26964,1079,17
26965,1043,3
26966,1245,34
26967,292,34
26968,958,7
26969,1377,17
26970,1239,57
26971,627,77
26972,373,20
26973,1207,32
26974,775,75
26975,737,53
26976,79,58
26977,1276,39
26978,883,22
26979,1103,52
26980,112,3
26981,860,3
26982,46,66
26983,1218,63
26984,1134,52
26985,962,79
26986,479,32
26987,222,20
26988,913,29
26989,1501,62
26990,1089,61
26991,1196,27
26992,82,70
26993,478,29
26994,1501,61
26995,20,55
26996,735,1
26997,1592,20
26998,1297,34
26999,99,20
27000,789,76
27001,1375,35
27002,716,36
27003,902,72
27004,644,61
27005,1033,71
27006,911,23
27007,845,67
27008,495,6
27009,751,68
27010,749,10
27011,1512,16
27012,584,64
27013,908,25
27014,139,52
27015,557,4
27016,1527,17
27017,796,49
27018,416,55
27019,1487,28
27020,980,40
27021,670,78
27022,245,31
27023,1064,32
27024,1256,29
27025,594,46
27026,1510,33
27027,1199,4
27028,48,20
27029,1596,8
27030,799,46
27031,2,3
27032,537,24
27033,1246,45
27034,352,63
27035,1053,4
27036,68,17
27037,961,41
27038,825,24
27039,801,71
27040,67,64
27041,771,2
27042,538,74
27043,794,15
27044,1568,49
27045,270,21
27046,1214,0
27047,970,60
27048,247,47
27049,862,39
27050,806,71
27051,279,68
27052,1071,36
27053,1530,5
27054,968,21
27055,1053,56
27056,606,64
27057,865,66
27058,1317,3
27059,847,59
27060,1471,6
27061,1486,19
27062,1352,12
27063,1279,35
27064,380,9
27065,949,61
27066,6,61
27067,212,5
27068,1126,29
27069,581,9
27070,1597,35
27071,595,76
27072,568,44
27073,1317,64
27074,1495,47
27075,1112,1
27076,601,14
27077,1144,47
27078,1030,52
27079,284,68
27080,216,63
27081,1179,20
27082,1287,71
27083,686,49
27084,48,44
27085,868,62
27086,929,14
27087,572,76
27088,323,53
27089,674,16
27090,996,33
27091,1097,21
27092,1505,44
27093,289,14
27094,941,76
27095,1525,36
27096,1344,37
27097,549,29
27098,670,26
27099,699,78
27100,1026,4
27101,619,71
27102,1575,59
27103,876,28
27104,436,17
27105,1517,21
27106,1538,46
27107,1462,11
27108,267,22
27109,1052,18
27110,944,7
27111,1376,6
27112,1574,15
27113,1061,30
27114,639,10
27115,1229,30
27116,81,40
27117,303,40
27118,1157,61
27119,374,66
27120,1150,50
27121,770,33
27122,8,68
27123,954,37
27124,920,36
27125,101,71
27126,928,53
27127,743,16
27128,170,67
27129,1451,70
27130,254,24
27131,1335,59
27132,1096,66
27133,171,48
27134,616,3
27135,150,6
27136,23,18
27137,437,21
27138,817,15
27139,1545,69
27140,1315,35
27141,852,10
27142,433,37
27143,624,61
27144,484,25
27145,843,20
